codigo;ex;Tipo;descricao;NacionalFederal;ImportadoFederal;estadual;municipal;VigenciaInicio;VigenciaFim;Chave;Versao;Fonte
32099019;;0;Outras;13.45;39.03;17.00;0.00;;;;;
32099020;;0;Vernizes;13.45;39.03;17.00;0.00;;;;;
32100010;;0;Tintas;19.36;44.94;17.00;0.00;;;;;
32100020;;0;Vernizes;19.36;44.94;17.00;0.00;;;;;
32100030;;0;Pigmentos a água preparados, dos tipos utilizados para acabamento de couros;19.36;44.94;17.00;0.00;;;;;
32110000;;0;Secantes preparados.;19.36;44.94;17.00;0.00;;;;;
32121000;;0;-Folhas para marcar a ferro;18.00;41.74;17.00;0.00;;;;;
32129010;;0;Alumínio em pó ou em lamelas, empastado com solvente do tipo hidrocarbonetos, com teor de alumínio superior ou igual a 60%, em peso;18.00;41.74;17.00;0.00;;;;;
32129090;;0;Outros;18.00;41.74;17.00;0.00;;;;;
32131000;;0;-Cores em sortidos;15.15;35.04;17.00;0.00;;;;;
32139000;;0;-Outras;15.15;35.04;17.00;0.00;;;;;
32141010;;0;Mástique de vidraceiro, cimentos de resina e outros mástiques;14.72;40.30;17.00;0.00;;;;;
32141020;;0;Indutos utilizados em pintura;14.72;40.30;17.00;0.00;;;;;
32149000;;0;-Outros;13.45;38.30;17.00;0.00;;;;;
32151100;;0;--Pretas;13.45;23.34;7.00;0.00;;;;;
32151900;;0;--Outras;13.45;23.34;7.00;0.00;;;;;
32159000;;0;-Outras;13.45;23.34;7.00;0.00;;;;;
33011210;;0;De petit grain;16.57;42.22;17.00;0.00;;;;;
33011290;;0;Outros;16.57;42.22;17.00;0.00;;;;;
33011300;;0;--De limão;16.57;42.22;17.00;0.00;;;;;
33011910;;0;De lima;16.57;42.22;17.00;0.00;;;;;
33011990;;0;Outros;16.57;42.22;17.00;0.00;;;;;
33012400;;0;--De hortelã-pimenta  Mentha piperita ;16.57;42.22;17.00;0.00;;;;;
33012510;;0;De menta japonesa  Mentha arvensis ;16.57;41.19;17.00;0.00;;;;;
33012520;;0;De mentha spearmint  Mentha viridis L. ;16.57;35.46;17.00;0.00;;;;;
33012590;;0;Outros;16.57;35.46;17.00;0.00;;;;;
33012911;;0;De citronela;16.57;42.22;17.00;0.00;;;;;
33012912;;0;De cedro;16.57;35.46;17.00;0.00;;;;;
33012913;;0;De pau-santo  Bulnesia sarmientoi ;16.57;42.22;17.00;0.00;;;;;
33012914;;0;De lemongrass;16.57;42.22;17.00;0.00;;;;;
33012915;;0;De pau-rosa;16.57;42.22;17.00;0.00;;;;;
33012916;;0;De palma rosa;16.57;42.22;17.00;0.00;;;;;
33012917;;0;De coriandro;16.57;42.22;17.00;0.00;;;;;
33012918;;0;De cabreúva;16.57;42.22;17.00;0.00;;;;;
33012919;;0;De eucalipto;16.57;41.19;17.00;0.00;;;;;
33012921;;0;De alfazema ou lavanda;16.57;35.46;17.00;0.00;;;;;
33012922;;0;De vetiver;16.57;42.22;17.00;0.00;;;;;
33012990;;0;Outros;16.57;35.46;17.00;0.00;;;;;
33013000;;0;-Resinóides;16.57;35.46;17.00;0.00;;;;;
33019010;;0;Soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração;16.57;42.22;17.00;0.00;;;;;
33019020;;0;Subprodutos terpênicos residuais da desterpenação dos óleos essenciais;16.57;42.22;17.00;0.00;;;;;
33019030;;0;Águas destiladas aromáticas e soluções aquosas de óleos essenciais;16.57;42.22;17.00;0.00;;;;;
33019040;;0;Oleorresinas de extração;16.57;39.02;17.00;0.00;;;;;
33021000;;0;-Dos tipos utilizados para as indústrias alimentares ou de bebidas;16.57;42.22;17.00;0.00;;;;;
33029011;;0;Vetiverol;16.57;42.22;17.00;0.00;;;;;
33029019;;0;Outras;16.57;42.22;17.00;0.00;;;;;
33029090;;0;Outras;16.57;42.22;17.00;0.00;;;;;
33030010;;0;Perfumes  extratos ;32.84;70.44;27.00;0.00;;;;;
33030020;;0;Águas-de-colônia;20.47;58.07;27.00;0.00;;;;;
33041000;;0;-Produtos de maquiagem para os lábios;25.27;52.87;17.00;0.00;;;;;
33042010;;0;Sombra, delineador, lápis para sobrancelhas e rímel;25.27;52.87;17.00;0.00;;;;;
33042090;;0;Outros;25.27;52.87;17.00;0.00;;;;;
33043000;;0;-Preparações para manicuros e pedicuros;25.27;52.87;17.00;0.00;;;;;
33049100;;0;--Pós, incluindo os compactos;25.27;52.87;17.00;0.00;;;;;
33049100;01;0;Ex 01 - Talco e polvilho com ou sem perfume;20.47;48.07;17.00;0.00;;;;;
33049910;;0;Cremes de beleza e cremes nutritivos, loções tônicas;25.27;52.87;17.00;0.00;;;;;
33049990;;0;Outros;25.27;52.87;17.00;0.00;;;;;
33049990;01;0;Ex 01 - Preparados bronzeadores;20.47;48.07;17.00;0.00;;;;;
33049990;02;0;Ex 02 - Preparados anti-solares, exceto os que possuam propriedades de bronzeadores;13.45;41.05;17.00;0.00;;;;;
33051000;;0;-Xampus;17.74;45.34;17.00;0.00;;;;;
33052000;;0;-Preparações para ondulação ou alisamento, permanentes, dos cabelos;25.27;52.87;17.00;0.00;;;;;
33053000;;0;-Laquês para o cabelo;25.27;52.87;17.00;0.00;;;;;
33059000;;0;-Outras;25.27;52.87;17.00;0.00;;;;;
33059000;01;0;Ex 01 - Condicionadores;17.74;45.34;17.00;0.00;;;;;
33061000;;0;-Dentifrícios  dentífricos ;4.20;31.80;17.00;0.00;;;;;
33062000;;0;-Fios utilizados para limpar os espaços interdentais  fios dentais ;4.20;30.84;17.00;0.00;;;;;
33069000;;0;-Outras;4.20;31.80;17.00;0.00;;;;;
33071000;;0;-Preparações para barbear  antes, durante ou após ;19.93;43.01;17.00;0.00;;;;;
33072010;;0;Líquidos;15.80;38.88;17.00;0.00;;;;;
33072090;;0;Outros;15.80;38.88;17.00;0.00;;;;;
33073000;;0;-Sais perfumados e outras preparações para banhos;19.93;43.01;17.00;0.00;;;;;
33074100;;0;--Agarbate e outras preparações odoríferas que atuem por combustão;21.87;46.59;17.00;0.00;;;;;
33074900;;0;--Outras;21.87;46.59;17.00;0.00;;;;;
33079000;;0;-Outros;21.87;46.59;17.00;0.00;;;;;
33079000;01;0;Ex 01 - Soluções para lentes de contato ou para olhos artificiais;20.47;48.07;17.00;0.00;;;;;
34011110;;0;Sabões medicinais;14.96;37.39;17.00;0.00;;;;;
34011190;;0;Outros;16.41;43.49;17.00;0.00;;;;;
34011190;01;0;EX 01 - Sabão;13.45;41.05;17.00;0.00;;;;;
34011900;;0;--Outros;16.41;43.49;17.00;0.00;;;;;
34011900;01;0;Ex 01 - Papel, pastas  “ouates” , feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes;19.41;47.01;17.00;0.00;;;;;
34011900;02;0;Ex 02 - Produtos e preparações orgânicos tensoativos utilizados como sabão;19.41;47.01;17.00;0.00;;;;;
34011900;03;0;Ex 03 - Sabão;13.45;41.05;17.00;0.00;;;;;
34012010;;0;De toucador;14.96;37.39;17.00;0.00;;;;;
34012090;;0;Outros;17.20;46.82;17.00;0.00;;;;;
34013000;;0;-Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão;16.33;38.76;17.00;0.00;;;;;
34021110;;0;Dibutilnaftalenossulfato de sódio;16.77;35.74;17.00;0.00;;;;;
34021120;;0;N-Metil-N-oleiltaurato de sódio;16.77;35.74;17.00;0.00;;;;;
34021130;;0;Alquilsulfonato de sódio, secundário;16.77;35.74;17.00;0.00;;;;;
34021140;;0;Misturas de ácidos alquilbenzenossulfônicos;16.77;42.93;17.00;0.00;;;;;
34021190;;0;Outros;16.77;42.93;17.00;0.00;;;;;
34021210;;0;Acetato de oleilamina;16.77;35.74;17.00;0.00;;;;;
34021290;;0;Outros;16.77;42.93;17.00;0.00;;;;;
34021300;;0;--Não iônicos;16.77;42.93;17.00;0.00;;;;;
34021900;;0;--Outros;16.77;42.93;17.00;0.00;;;;;
34022000;;0;-Preparações acondicionadas para venda a retalho;15.56;39.92;17.00;0.00;;;;;
34029011;;0;Que contenham exclusivamente produtos não iônicos;16.77;42.93;17.00;0.00;;;;;
34029019;;0;Outras;16.77;42.93;17.00;0.00;;;;;
34029021;;0;Soluções ou emulsões hidroalcoólicas de  1-perfluoralquil-2-acetoxi propil-betaína;16.77;35.74;17.00;0.00;;;;;
34029022;;0;À base de nonanoiloxibenzenossulfonato de sódio;16.77;35.74;17.00;0.00;;;;;
34029023;;0;Soluções ou emulsões hidroalcoólicas de sulfonatos de perfluoralquiltrimetilamônio e de perfluoralquilacrilamida;16.77;35.74;17.00;0.00;;;;;
34029029;;0;Outras;16.77;45.01;17.00;0.00;;;;;
34029031;;0;À base de nonilfenol etoxilado;16.77;45.01;17.00;0.00;;;;;
34029039;;0;Outras;15.30;38.82;17.00;0.00;;;;;
34029090;;0;Outras;16.77;45.01;17.00;0.00;;;;;
34031110;;0;Para o tratamento de matérias têxteis;17.75;39.40;17.00;0.00;;;;;
34031120;;0;Para o tratamento de couros e peles;17.75;39.40;17.00;0.00;;;;;
34031190;;0;Outras;17.75;39.40;17.00;0.00;;;;;
34031900;;0;--Outras;17.75;39.40;17.00;0.00;;;;;
34039110;;0;Para o tratamento de matérias têxteis;17.75;39.40;17.00;0.00;;;;;
34039120;;0;Para o tratamento de couros e peles;17.75;39.40;17.00;0.00;;;;;
34039190;;0;Outras;17.75;39.40;17.00;0.00;;;;;
34039900;;0;--Outras;17.75;39.40;17.00;0.00;;;;;
34042010;;0;Ceras artificiais;21.93;47.51;17.00;0.00;;;;;
34042020;;0;Ceras preparadas;21.93;47.51;17.00;0.00;;;;;
34049011;;0;De polietileno, emulsionáveis;21.93;47.51;17.00;0.00;;;;;
34049012;;0;Outras, de polietileno;21.93;47.51;17.00;0.00;;;;;
34049013;;0;De polipropilenoglicóis;21.93;47.51;17.00;0.00;;;;;
34049014;;0;De dímero de alquilceteno com dois grupos alternados n-alquila de C12, C14 e C16, em grânulos;21.93;40.80;17.00;0.00;;;;;
34049019;;0;Outras;21.93;47.51;17.00;0.00;;;;;
34049021;;0;À base de vaselina e álcoois de lanolina  eucerina anidra ;21.93;40.80;17.00;0.00;;;;;
34049029;;0;Outras;21.93;47.51;17.00;0.00;;;;;
34051000;;0;-Pomadas, cremes e preparações semelhantes, para calçados ou para couros;16.33;38.30;17.00;0.00;;;;;
34052000;;0;-Encáusticas e preparações semelhantes, para conservação e limpeza de móveis de madeira, soalhos e de outros artigos de madeira;19.36;45.93;17.00;0.00;;;;;
34053000;;0;-Preparações para dar brilho a pinturas de carroçarias e produtos semelhantes, exceto preparações para dar brilho a metais;19.36;45.93;17.00;0.00;;;;;
34054000;;0;-Pastas, pós e outras preparações para arear;17.56;41.40;17.00;0.00;;;;;
34059000;;0;-Outros;19.36;45.93;17.00;0.00;;;;;
34060000;;0;Velas, pavios, círios e artigos semelhantes.;13.45;35.42;17.00;0.00;;;;;
34070010;;0;Pastas para modelar;15.45;36.08;17.00;0.00;;;;;
34070020;;0;“Ceras para dentistas”;16.33;38.30;17.00;0.00;;;;;
34070090;;0;Outras;16.33;38.30;17.00;0.00;;;;;
35011000;;0;-Caseínas;4.20;26.10;17.00;0.00;;;;;
35019011;;0;Caseinato de sódio;4.20;26.10;17.00;0.00;;;;;
35019019;;0;Outros;4.20;26.10;17.00;0.00;;;;;
35019020;;0;Colas de caseína;4.20;26.10;17.00;0.00;;;;;
35021100;;0;--Seca;4.20;26.10;17.00;0.00;;;;;
35021900;;0;--Outra;4.20;26.10;17.00;0.00;;;;;
35022000;;0;-Lactalbumina, incluindo os concentrados de duas ou mais proteínas de soro de leite;4.20;26.10;17.00;0.00;;;;;
35029010;;0;Soroalbumina;4.20;22.49;17.00;0.00;;;;;
35029090;;0;Outros;4.20;26.10;17.00;0.00;;;;;
35030011;;0;De osseína, com grau de pureza superior ou igual a 99,98%, em peso;4.20;22.49;17.00;0.00;;;;;
35030012;;0;De osseína, com grau de pureza inferior a 99,98%, em peso;4.20;26.10;17.00;0.00;;;;;
35030019;;0;Outros;4.20;26.10;17.00;0.00;;;;;
35030090;;0;Outras;4.20;26.10;17.00;0.00;;;;;
35040011;;0;Peptonas e peptonatos;4.20;26.10;17.00;0.00;;;;;
35040019;;0;Outros;4.20;26.10;17.00;0.00;;;;;
35040020;;0;Proteínas de soja em pó, com teor de proteínas superior ou igual a 90%, em peso, em base seca;4.20;26.10;17.00;0.00;;;;;
35040030;;0;Proteínas de batata em pó, com teor de proteínas superior ou igual a 80%, em peso, em base seca;4.20;22.49;17.00;0.00;;;;;
35040090;;0;Outros;4.20;9.10;0.00;0.00;;;;;
35051000;;0;-Dextrina e outros amidos e féculas modificados;4.20;26.10;17.00;0.00;;;;;
35052000;;0;-Colas;4.20;29.78;17.00;0.00;;;;;
35061010;;0;À base de cianoacrilatos;4.20;28.97;17.00;0.00;;;;;
35061090;;0;Outros;4.20;25.28;17.00;0.00;;;;;
35069110;;0;À base de borracha;4.20;28.97;17.00;0.00;;;;;
35069120;;0;À base de polímeros das posições 39.01 a 39.13, dispersos ou para dispersar em meio aquoso;4.20;26.63;17.00;0.00;;;;;
35069190;;0;Outros;4.20;25.28;17.00;0.00;;;;;
35069900;;0;--Outros;4.20;28.97;17.00;0.00;;;;;
35071000;;0;-Coalho e seus concentrados;4.20;26.10;17.00;0.00;;;;;
35079011;;0;Alfa-amilase  Aspergillus oryzae ;4.20;26.10;17.00;0.00;;;;;
35079019;;0;Outros;4.20;26.10;17.00;0.00;;;;;
35079021;;0;Fibrinucleases;4.20;26.10;17.00;0.00;;;;;
35079022;;0;Bromelina;4.20;22.49;17.00;0.00;;;;;
35079023;;0;Estreptoquinase;4.20;26.10;17.00;0.00;;;;;
35079024;;0;Estreptodornase;4.20;26.10;17.00;0.00;;;;;
35079025;;0;Mistura de estreptoquinase e estreptodornase;4.20;26.10;17.00;0.00;;;;;
35079026;;0;Papaína;4.20;26.10;17.00;0.00;;;;;
35079029;;0;Outros;4.20;26.10;17.00;0.00;;;;;
35079031;;0;Lisozima e seu cloridrato;4.20;22.49;17.00;0.00;;;;;
35079032;;0;L-Asparaginase;4.20;22.49;17.00;0.00;;;;;
35079039;;0;Outros;4.20;26.10;17.00;0.00;;;;;
35079041;;0;À base de celulases;4.20;26.10;17.00;0.00;;;;;
35079042;;0;À base de transglutaminase;4.20;22.49;17.00;0.00;;;;;
35079049;;0;Outras;4.20;26.10;17.00;0.00;;;;;
36010000;;0;Pólvoras propulsivas.;28.66;64.41;27.00;0.00;;;;;
36020000;;0;Explosivos preparados, exceto pólvoras propulsivas.;17.07;42.82;17.00;0.00;;;;;
36020000;01;0;Ex 01 - À base de poliácoois  dinamite , outros explosivos preparados com efeito equivalente ao da dinamite;17.07;42.82;17.00;0.00;;;;;
36030000;;0;Estopins e rastilhos, de segurança, cordéis detonantes, fulminantes e cápsulas fulminantes, escorvas, detonadores elétricos.;26.12;61.87;27.00;0.00;;;;;
36041000;;0;-Fogos de artifício;31.00;67.94;27.00;0.00;;;;;
36049010;;0;Foguetes e cartuchos contra o granizo e semelhantes;20.36;40.88;17.00;0.00;;;;;
36049090;;0;Outros;31.00;67.94;27.00;0.00;;;;;
36049090;01;0;Ex 01 - Foguetes e artigos semelhantes para sinalização;31.00;57.94;17.00;0.00;;;;;
36050000;;0;Fósforos, exceto os artigos de pirotecnia da posição 36.04.;13.45;40.39;17.00;0.00;;;;;
36061000;;0;-Combustíveis líquidos e combustíveis gasosos liquefeitos, em recipientes dos tipos utilizados para carregar ou recarregar isqueiros ou acendedores, com capacidade não superior a 300 cm3;26.12;53.06;17.00;0.00;;;;;
36069000;;0;-Outros;26.12;53.06;17.00;0.00;;;;;
37011010;;0;Sensibilizados em uma face;13.45;16.23;0.00;0.00;;;;;
37011021;;0;Próprios para uso odontológico;13.45;31.40;17.00;0.00;;;;;
37011029;;0;Outros;13.45;16.23;0.00;0.00;;;;;
37012010;;0;Para fotografia a cores  policromo ;21.28;40.06;17.00;0.00;;;;;
37012020;;0;Para fotografia monocromática;21.28;40.06;17.00;0.00;;;;;
37013010;;0;Para fotografia a cores  policromo ;21.28;40.06;17.00;0.00;;;;;
37013021;;0;De alumínio;21.28;46.25;17.00;0.00;;;;;
37013022;;0;De poliéster;21.28;40.06;17.00;0.00;;;;;
37013029;;0;Outras;21.28;46.25;17.00;0.00;;;;;
37013031;;0;De alumínio;21.28;46.25;17.00;0.00;;;;;
37013039;;0;Outras;21.28;46.25;17.00;0.00;;;;;
37013040;;0;Filmes para as artes gráficas;21.28;46.25;17.00;0.00;;;;;
37013050;;0;Filmes heliográficos, de poliéster;21.28;46.25;17.00;0.00;;;;;
37013090;;0;Outros;21.28;46.25;17.00;0.00;;;;;
37019100;;0;--Para fotografia a cores  policromo ;21.28;40.06;17.00;0.00;;;;;
37019900;;0;--Outros;21.28;46.25;17.00;0.00;;;;;
37021010;;0;Sensibilizados em uma face;13.45;21.42;0.00;0.00;;;;;
37021020;;0;Sensibilizados em ambas as faces;13.45;21.42;0.00;0.00;;;;;
37023100;;0;--Para fotografia a cores  policromo ;21.28;40.06;17.00;0.00;;;;;
37023200;;0;--Outros, que contenham uma emulsão de halogenetos de prata;21.28;40.06;17.00;0.00;;;;;
37023900;;0;--Outros;21.28;46.25;17.00;0.00;;;;;
37024100;;0;--De largura superior a 610 mm e comprimento superior a 200 m, para fotografia a cores  policromo ;21.28;40.06;17.00;0.00;;;;;
37024210;;0;Para as artes gráficas;21.28;46.25;17.00;0.00;;;;;
37024290;;0;Outros;21.28;40.06;17.00;0.00;;;;;
37024310;;0;Para as artes gráficas;21.28;46.25;17.00;0.00;;;;;
37024320;;0;Heliográficos, de poliéster;21.28;46.25;17.00;0.00;;;;;
37024390;;0;Outros;21.28;40.06;17.00;0.00;;;;;
37024410;;0;Para fotografia a cores  policromo ;21.28;40.06;17.00;0.00;;;;;
37024421;;0;Para as artes gráficas;21.28;46.25;17.00;0.00;;;;;
37024422;;0;Fotopolimerizáveis, sensibilizadas à base de compostos acrílicos, dos tipos utilizados para a fabricação de circuitos impressos;21.28;40.06;17.00;0.00;;;;;
37024429;;0;Outros;21.28;46.25;17.00;0.00;;;;;
37025200;;0;--De largura não superior a 16 mm;21.28;40.06;17.00;0.00;;;;;
37025200;01;0;Ex 01 - Filmes cinematográficos de 16 mm de largura e comprimento superior a 14m;13.45;32.34;17.00;0.00;;;;;
37025300;;0;--De largura superior a 16 mm, mas não superior a 35 mm, e comprimento não superior a 30 m, para diapositivos;21.28;40.06;17.00;0.00;;;;;
37025411;;0;Em bobinas  filmpacks ;21.28;40.06;17.00;0.00;;;;;
37025412;;0;De 12 exposições  0,5 m de comprimento , de 24 exposições  1,0 m de comprimento  ou de 36 exposições  1,5 m de comprimento ;21.28;44.33;17.00;0.00;;;;;
37025419;;0;Outros;21.28;46.25;17.00;0.00;;;;;
37025491;;0;Em bobinas  filmpacks ;21.28;40.06;17.00;0.00;;;;;
37025499;;0;Outros;21.28;46.25;17.00;0.00;;;;;
37025510;;0;De largura igual a 35 mm;13.45;36.50;17.00;0.00;;;;;
37025590;;0;Outros;21.28;46.25;17.00;0.00;;;;;
37025600;;0;--De largura superior a 35 mm;21.28;40.06;17.00;0.00;;;;;
37029600;;0;--De largura não superior a 35 mm e comprimento não superior a 30 m;21.28;40.06;17.00;0.00;;;;;
37029600;01;0;Ex 01 - De largura não superior a 16mm e comprimento superior a 14 metros;13.45;32.34;17.00;0.00;;;;;
37029700;;0;--De largura não superior a 35 mm e comprimento superior a 30 m;13.45;32.23;17.00;0.00;;;;;
37029700;01;0;Ex 01 - De largura não superior a 16mm;22.00;40.89;17.00;0.00;;;;;
37029800;;0;--De largura superior a 35 mm;21.28;46.25;17.00;0.00;;;;;
37031010;;0;Para fotografia a cores  policromo ;15.77;35.55;17.00;0.00;;;;;
37031021;;0;Papel heliográfico;15.77;35.55;17.00;0.00;;;;;
37031029;;0;Outros;15.77;35.55;17.00;0.00;;;;;
37032000;;0;-Outros, para fotografia a cores  policromo ;15.77;33.72;17.00;0.00;;;;;
37039010;;0;Papel para fotocomposição;15.77;35.55;17.00;0.00;;;;;
37039090;;0;Outros;15.77;35.55;17.00;0.00;;;;;
37040000;;0;Chapas, filmes, papéis, cartões e têxteis, fotográficos, impressionados mas não revelados.;14.30;34.08;17.00;0.00;;;;;
37040000;01;0;Ex 01 - Chapas e filmes;13.45;39.10;17.00;0.00;;;;;
37051000;;0;-Para reprodução ofsete;13.45;33.23;17.00;0.00;;;;;
37059010;;0;Fotomáscaras sobre vidro plano, positivas, próprias para gravação em pastilhas de silício  chips  para fabricação de microestruturas eletrônicas;13.45;31.05;17.00;0.00;;;;;
37059090;;0;Outros;13.45;38.42;17.00;0.00;;;;;
37061000;;0;-De largura igual ou superior a 35 mm;13.45;33.23;17.00;0.00;;;;;
37069000;;0;-Outros;13.45;33.23;17.00;0.00;;;;;
37071000;;0;-Emulsões para sensibilização de superfícies;15.77;35.55;17.00;0.00;;;;;
37079010;;0;Fixadores;15.77;35.55;17.00;0.00;;;;;
37079021;;0;À base de negro-de-carbono ou de um corante e resinas termoplásticas, para a reprodução de documentos por processo eletrostático;15.77;35.55;17.00;0.00;;;;;
37079029;;0;Outros;15.77;35.55;17.00;0.00;;;;;
37079030;;0;Compostos diazóicos fotossensíveis para preparação de emulsões;15.77;33.72;17.00;0.00;;;;;
37079090;;0;Outros;15.77;35.55;17.00;0.00;;;;;
38011000;;0;-Grafita artificial;13.45;31.47;17.00;0.00;;;;;
38012010;;0;Suspensão semicoloidal em óleos minerais;15.41;34.97;17.00;0.00;;;;;
38012090;;0;Outros;15.41;34.97;17.00;0.00;;;;;
38013010;;0;Pasta carbonada para eletrodos;15.41;33.43;17.00;0.00;;;;;
38013090;;0;Outras;15.41;33.43;17.00;0.00;;;;;
38019000;;0;-Outras;15.41;34.97;17.00;0.00;;;;;
38021000;;0;-Carvões ativados;13.45;34.90;17.00;0.00;;;;;
38029010;;0;Farinhas siliciosas fósseis;13.45;34.90;17.00;0.00;;;;;
38029020;;0;Bentonita;13.45;34.90;17.00;0.00;;;;;
38029030;;0;Atapulgita;13.45;31.75;17.00;0.00;;;;;
38029040;;0;Outras argilas e terras;13.45;34.90;17.00;0.00;;;;;
38029050;;0;Bauxita;13.45;31.75;17.00;0.00;;;;;
38029090;;0;Outros;13.45;34.90;17.00;0.00;;;;;
38030000;;0;Tall oil, mesmo refinado.;13.45;33.36;17.00;0.00;;;;;
38040011;;0;Ao sulfito;13.45;33.01;17.00;0.00;;;;;
38040012;;0;À soda ou ao sulfato;15.41;34.97;17.00;0.00;;;;;
38040020;;0;Lignossulfonatos;13.45;33.01;17.00;0.00;;;;;
38051000;;0;-Essências de terebintina, de pinheiro ou provenientes da fabricação da pasta de papel ao sulfato;13.45;39.03;17.00;0.00;;;;;
38059010;;0;Óleo de pinho;19.36;44.94;17.00;0.00;;;;;
38059090;;0;Outros;13.45;39.03;17.00;0.00;;;;;
38061000;;0;-Colofônias e ácidos resínicos;13.45;33.36;17.00;0.00;;;;;
38062000;;0;-Sais de colofônias, de ácidos resínicos ou de derivados de colofônias ou de ácidos resínicos, exceto os sais de aductos de colofônias;13.45;33.70;17.00;0.00;;;;;
38063000;;0;-Gomas ésteres;15.41;35.66;17.00;0.00;;;;;
38069011;;0;Colofônias oxidadas, hidrogenadas, desidrogenadas, polimerizadas ou modificadas com ácidos fumárico ou maléico ou com anidrido maléico;13.45;33.70;17.00;0.00;;;;;
38069012;;0;Abietatos de metila ou de benzila, hidroabietato de metila;13.45;33.70;17.00;0.00;;;;;
38069019;;0;Outros;13.45;33.70;17.00;0.00;;;;;
38069090;;0;Outros;15.41;35.66;17.00;0.00;;;;;
38069090;01;0;Ex 01 - Gomas fundidas;20.36;47.30;17.00;0.00;;;;;
38070000;;0;Alcatrões de madeira, óleos de alcatrão de madeira, creosoto de madeira, metileno, breu  pez  vegetal, breu  pez  para a indústria da cerveja e preparações semelhantes à base de colofônias, de ácidos resínicos ou de breu  pez  vegetal.;19.36;44.94;17.00;0.00;;;;;
38070000;01;0;Ex 01 - Solventes e diluentes compostos para vernizes ou produtos semelhantes;20.36;47.30;17.00;0.00;;;;;
38085010;;0;Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias;4.20;29.78;17.00;0.00;;;;;
38085021;;0;À base de metamidofós ou monocrotofós;4.20;29.78;17.00;0.00;;;;;
38085029;;0;Outros;7.30;29.71;17.00;0.00;;;;;
38085029;01;0;Ex 01 - Desinfetantes sem propriedades acessórias odoríferas e desodorizantes de ambientes, exceto à base de hipoclorito de sódio;17.07;40.30;17.00;0.00;;;;;
38085029;02;0;Ex 02 - Desinfetantes com propriedades acessórias odoríferas ou desodorizantes de ambientes;17.07;40.30;17.00;0.00;;;;;
38089111;;0;Que contenham bromometano  brometo de metila  ou bromoclorometano;4.20;29.78;17.00;0.00;;;;;
38089119;;0;Outros;4.20;29.78;17.00;0.00;;;;;
38089120;;0;Apresentados de outro modo, contendo bromometano  brometo de metila  ou bromoclorometano;4.20;29.78;17.00;0.00;;;;;
38089191;;0;À base de acefato ou de Bacillus thuringiensis;4.20;29.78;17.00;0.00;;;;;
38089192;;0;À base de cipermetrinas ou de permetrina;4.20;29.78;17.00;0.00;;;;;
38089193;;0;À base de dicrotofós;4.20;29.78;17.00;0.00;;;;;
38089194;;0;À base de dissulfoton ou de endossulfan;4.20;29.78;17.00;0.00;;;;;
38089195;;0;À base de fosfeto de alumínio;4.20;29.78;17.00;0.00;;;;;
38089196;;0;À base de diclorvós ou de triclorfon;4.20;29.78;17.00;0.00;;;;;
38089197;;0;À base de óleo mineral ou de tiometon;4.20;29.78;17.00;0.00;;;;;
38089198;;0;À base de sulfluramida;4.20;28.76;17.00;0.00;;;;;
38089199;;0;Outros;4.20;21.80;17.00;0.00;;;;;
38089211;;0;Que contenham bromometano  brometo de metila  ou bromoclorometano;4.20;25.77;17.00;0.00;;;;;
38089219;;0;Outros;4.20;25.77;17.00;0.00;;;;;
38089220;;0;Apresentados de outro modo, contendo bromometano  brometo de metila  ou bromoclorometano;4.20;25.77;17.00;0.00;;;;;
38089291;;0;À base de hidróxido de cobre, de oxicloreto de cobre ou de óxido cuproso;4.20;25.77;17.00;0.00;;;;;
38089292;;0;À base de enxofre ou de ziram;4.20;25.77;17.00;0.00;;;;;
38089293;;0;À base de mancozeb ou de maneb;4.20;25.77;17.00;0.00;;;;;
38089294;;0;À base de sulfiram;4.20;25.77;17.00;0.00;;;;;
38089295;;0;À base de compostos de arsênio, cobre ou cromo, exceto os produtos do subitem 3808.92.91;4.20;25.77;17.00;0.00;;;;;
38089296;;0;À base de thiram;4.20;25.77;17.00;0.00;;;;;
38089297;;0;À base de propiconazol;4.20;25.26;17.00;0.00;;;;;
38089299;;0;Outros;4.20;21.80;17.00;0.00;;;;;
38089311;;0;Que contenham bromometano  brometo de metila  ou bromoclorometano;4.20;25.77;17.00;0.00;;;;;
38089319;;0;Outros;4.20;25.77;17.00;0.00;;;;;
38089321;;0;Que contenham bromometano  brometo de metila  ou bromoclorometano;4.20;25.77;17.00;0.00;;;;;
38089322;;0;Outros, à base de ácido 2,4-diclorofenoxiacético  2,4-D , de ácido 4- 2,4-diclorofenoxi butírico  2,4-DB , de ácido  4-cloro-2-metil fenoxiacético  MCPA  ou de derivados de 2,4-D ou 2,4-DB;4.20;25.77;17.00;0.00;;;;;
38089323;;0;Outros, à base de alaclor, de ametrina, de atrazina ou de diuron;4.20;25.77;17.00;0.00;;;;;
38089324;;0;Outros, à base de glifosato ou seus sais, de imazaquim ou de lactofen;4.20;25.77;17.00;0.00;;;;;
