codigo;ex;tipo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim;chave;versao;fonte
04069020;;0;"Queijos cont.36%<=teor de umidade<46%,(massa semidura)";4.20;13.53;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04069030;;0;"Queijos cont.46%<=teor de umidade<55%,(massa macia)";4.20;10.82;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04069090;;0;"Outros queijos";4.20;10.82;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04071100;;0;"Ovos de galinha,para incubacao";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04071900;;0;"Ovos de outs.aves,para incubacao";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04072100;;0;"Outs.ovos de aves,com casca,frescos, aves da espécie gallus domesticus";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04072900;;0;"Outs.ovos de aves,com casca,frescos";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04079000;;0;"Outs.ovos de aves,com casca,conservados,cozidos";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04081100;;0;"Gemas de ovos,secas";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04081900;;0;"Outras gemas de ovos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04081900;01;0;"Outras gemas de ovos, frescas";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04089100;;0;"Ovos de aves,sem casca,secos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04089900;;0;"Outs.ovos de aves,sem casca";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04089900;01;0;"Outs.ovos de aves,sem casca, frescos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04090000;;0;"Mel natural";4.20;10.82;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04090000;01;0;"Mel natural, acondicionado em embalagem de apresentação";4.20;10.82;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
04100000;;0;"Outros produtos comestiveis de origem animal";4.20;10.32;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05010000;;0;"Cabelos em bruto e desperdicios de cabelo";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05021011;;0;"Cerdas de porco,lavadas,alvejadas ou desengorduradas";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05021019;;0;"Outros cerdas de porco e seus desperdicios";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05021090;;0;"Cerdas de javali e seus desperdicios";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05029010;;0;"Pelos de texugo e outs.pelos p/escovas, pinceis,etc.";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05029020;;0;"Desperdicios de pelos";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05040011;;0;"Tripas de bovinos,frescas,refrig.congel. salg.defumadas";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05040012;;0;"Tripas de ovinos,frescas,refrig.congel. salgad.defumadas";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05040013;;0;"Tripas de suinos,frescas,refrig.congel. salgad.defumadas";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05040019;;0;"Tripas de outs.animais,exc.peixes,frescas, refrig.etc.";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05040090;;0;"Bexigas e estomagos,de animais,exc.peixes, frescas,etc.";4.20;7.49;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05051000;;0;"Penas para enchimento ou estofamento,e penugem";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05059000;;0;"Peles e outs.partes de aves,com suas penas, penugem,etc.";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05061000;;0;"Osseina e ossos acidulados";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05069000;;0;"Outs.ossos e nucleos corneos,em bruto, desengord.etc.";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05071000;;0;"Marfim,seus pos e desperdicios";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05079000;;0;"Carapacas de tartarugas,chifres,galhadas, cascos,etc.";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05080000;;0;"Coral,conchas,carapacas de moluscos,etc.em bruto,prepar";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05100010;;0;"Pancreas de bovinos,p/prepar.prod. farmaceut.frescas,etc";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05100090;;0;"Outs.substancias de animais,p/prepar.prods. farmaceuts.";4.20;6.86;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05111000;;0;"Semen de bovino";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05119110;;0;"Ovas de peixes,fecundadas para reproducao";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05119190;;0;"Outs.prods.de peixes,etc.improprios p/aliment.humana";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05119910;;0;"Embrioes de animais";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05119920;;0;"Semen animal (exceto bovino)";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05119930;;0;"Ovos de bicho-da-seda";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05119991;;0;"Crinas e seus desperdícios, mesmo em mantas, com ou sem suportes";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
05119999;;0;"Outs.prods.de animais,improprios p/alimentacao humana";4.20;8.68;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06011000;;0;"Bulbos,tuberculos,rizomas,etc.em repouso vegetativo";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06012000;;0;"Bulbos,tuberculos,etc.em veget.em flor,muda de chicoria";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06021000;;0;"Estacas nao enraizadas e enxertos";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06022000;;0;"Arvores,arbustos e silvados,de frutos comestiveis";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06023000;;0;"Rododendros e azaleias,enxertados ou nao";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06024000;;0;"Roseiras,enxertadas ou nao";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029010;;0;"Micelios de cogumelos";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029021;;0;"Mudas de orquideas";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029029;;0;"Mudas de outs.plantas ornamentais";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029081;;0;"Mudas de cana-de-acucar";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029082;;0;"Mudas de videira";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029083;;0;"Mudas de cafe";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029089;;0;"Mudas de outs.plantas";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06029090;;0;"Outros plantas vivas";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06031100;;0;"Rosas e seus botoes,frescos,cortados p/buques,etc.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06031200;;0;"Cravos e seus botoes,frescos,cortados p/buques,etc.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06031300;;0;"Orquideas e seus botoes,frescos,cortados p/buques,etc.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06031400;;0;"Crisântemos e seus botoes,frescos,cortados p/buques,etc.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06031500;;0;"Lírios e seus botoes,frescos,cortados p/buques,etc.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06031900;;0;"Outs flores e seus botoes,frescos,cortados p/buques,etc.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06039000;;0;"Flores e seus botoes,secos,etc.cortados p/buques,etc.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06042000;;0;"Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês ou para ornamentação, frescos";4.20;8.68;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
06049000;;0;"Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês ou para ornamentação, secos, branqueados, tingidos, impregnados ou preparados de outro modo.";4.20;8.68;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07011000;;0;"Batatas para semeadura (batata semente)";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07019000;;0;"Outros batatas frescas ou refrigeradas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07020000;;0;"Tomates,frescos ou refrigerados";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07031011;;0;"Cebolas para semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07031019;;0;"Outros cebolas frescas ou refrigeradas";4.20;11.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07031021;;0;"Echalotes para semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07031029;;0;"Outros echalotes frescas ou refrigeradas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07032010;;0;"Alho para semeadura";4.20;6.20;12.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07032090;;0;"Outros alhos frescos ou refrigerados";4.20;14.89;12.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07039010;;0;"Alho-porro e outs.prods.horticolas aliaceos,p/semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07039090;;0;"Outs.alhos-porros,prods.horticolas aliaceos,frescos,etc";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07041000;;0;"Couve-flor e brocolos,frescos ou refrigerados";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07042000;;0;"Couve-de-bruxelas,fresca ou refrigerada";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07049000;;0;"Couves,repolho,etc.do genero brassica, frescos,refrig.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07051100;;0;"Alfaces repolhudas,frescas ou refrigeradas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07051900;;0;"Outros alfaces frescas ou refrigeradas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07052100;;0;"Chicorias witloof,frescas ou refrigeradas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07052900;;0;"Outros chicorias,frescas ou refrigeradas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07061000;;0;"Cenouras e nabos,frescos ou refrigerados";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07069000;;0;"Beterrabas,rabanetes e outs.raizes,frescas, refrigeradas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07070000;;0;"Pepinos e pepininhos cornichons,frescos, refrigerados";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07081000;;0;"Ervilhas (pisum sativum),frescas ou refrigeradas";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07082000;;0;"Feijoes (vigna,phaseolus spp) frescos ou refrigerados";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07089000;;0;"Outros legumes de vagem,frescos ou refrigerados";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07092000;;0;"Aspargos frescos ou refrigerados";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07093000;;0;"Berinjelas frescas ou refrigeradas";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07094000;;0;"Aipo fresco ou refrigerado,exc.aipo-rabano";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07095100;;0;"Cogumelos frescos ou refrigerados";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07095900;;0;"Outros cogumelos frescos ou refrigerados";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07096000;;0;"Pimentoes e pimentas,frescos ou refrigerados";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07097000;;0;"Espinafres frescos ou refrigerados";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07099100;;0;"Alcachofras frescas ou refrigeradas";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07099200;;0;"Azeitonas,frescos ou refrigerados";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07099300;;0;"Abóboras, abobrinhas e cabaças (curcubita spp.)";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07099911;;0;"Milho doce,para semeadura";4.20;6.20;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07099919;;0;"Milho doce,fresco ou refrig.exc.p/semeadura";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07099990;;0;"Outros produtos horticolas,frescos ou refrigerados";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07101000;;0;"Batatas congeladas,nao cozidas ou cozidas em agua/vapor";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07102100;;0;"Ervilhas congeladas,nao cozidas/cozidas em agua/vapor";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07102200;;0;"Feijoes congelados,nao cozidos ou cozidos em agua/vapor";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07102900;;0;"Outs.legumes de vagem,congel.n/cozidos/ cozidos agua/etc";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07103000;;0;"Espinafres congelad.n/cozidos ou cozidos em agua/vapor";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07104000;;0;"Milho doce congelado,n/cozido ou cozido em agua/vapor";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07108000;;0;"Outs.prods.horticolas congel.n/cozidos/ cozidos agua/etc";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07109000;;0;"Misturas de prods.horts.cong.n/cozidos/ cozidos agua/etc";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07112010;;0;"Azeitonas conserv.com agua salgada";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07112020;;0;"Azeitonas conserv.com agua sulfurada/adic.de outs.subst";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07112090;;0;"Outros azeitonas conservadas transitoriamente";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07114000;;0;"Pepinos e pepininhos  cornichons";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07114000;01;0;"Pepinos e pepininhos  cornichons, com água salgada, sulfurada ou adicionada de outras substâncias";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07115100;;0;"Cogumelos (agaricus)";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07115100;01;0;"Cogumelos (agaricus), com água salgada, sulfurada ou adicionada de outras substâncias";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07115900;;0;"Outs.cogumelos";5.80;10.85;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07115900;01;0;"Outs.cogumelos, com água salgada, sulfurada ou adicionada de outras substâncias";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07119000;;0;"Outros produtos horticolas,misturas de produtos hoticolas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07119000;01;0;"Outros produtos horticolas,misturas de produtos hoticolas, com água salgada, sulfurada ou adicionada de outras substâncias";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07122000;;0;"Cebolas secas,incl.pedacos,fatias,po,etc. s/qq.out.prep.";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07123100;;0;"Cogumelos (agaricus),secos,incl.pedacos, etc.s/qq.out.prep";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07123200;;0;"Orelhas-de-judas,secos,incl.pedacos,etc. s/qq.out.prep";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07123300;;0;"Tremelas,secos,incl.pedacos,etc.s/qq.out. prep";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07123900;;0;"Outros cogumelos e trufas,secos,incl. pedacos,etc.s/qq.out.prep";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07129010;;0;"Alho comum em po sem qualquer outro preparo";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07129090;;0;"Outs.prods.horts/misturas,secos,incl.pedacos,fatias,etc";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07129090;01;0;"Milho doce";4.20;9.25;7.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07131010;;0;"Ervilhas (pisum sativum),secas,em graos,para semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07131090;;0;"Outros ervilhas (pisum sativum),secas,em graos";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07132010;;0;"Grao-de-bico,seco,para semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07132090;;0;"Outros graos-de-bico,secos";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133110;;0;"Feijoes (vigna mungo ou radiata) secos,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133190;;0;"Outs.feijoes (vigna mungo ou radiata),secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133210;;0;"Feijao adzuki,seco,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133290;;0;"Outros feijoes adzuki,secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133311;;0;"Feijao comum,preto,seco,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133319;;0;"Outros feijoes comuns,pretos,secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133321;;0;"Feijao comum,branco,seco,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133329;;0;"Outros feijoes comuns,brancos,secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133391;;0;"Outros feijoes comuns,secos,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133399;;0;"Outros feijoes comuns,secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133410;;0;"Feijão-bambara (vigna subterranea ou voandzeia subterranea) para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133490;;0;"Outros feijoes-bambara (vigna subterranea ou voandzeia subterranea),secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133510;;0;"Feião fradinho seco ,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133590;;0;"Outros feijoes fradinho ,secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133910;;0;"Outs.feijoes (vigna ou phaseolus),secos,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07133990;;0;"Outros feijoes (vigna ou phaseolus),secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07134010;;0;"Lentilhas secas,para semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07134090;;0;"Outros lentilhas secas,em graos";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07135010;;0;"Favas e fava forrageira,secas,para semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07135090;;0;"Outros favas e fava forrageira,secas,em graos";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07136010;;0;"Feijões-guando,secos,em graos,para semeadura";4.20;6.20;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07136090;;0;"Outros feijões-guando,secos,em graos";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07139010;;0;"Outs.legumes de vagem,secos,em graos,para semeadura";4.20;6.20;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07139090;;0;"Outros legumes de vagem,secos,em graos";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
07141000;;0;"Raizes de mandioca,frescas,refrigeradas, congel.ou secas";4.20;9.25;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
